,X,Y,L1,L2,L3
697,-176.5101125,31.53752867,1,2,1
698,-176.4911351,31.53372305,1,2,1
699,-176.4721817,31.52983361,1,2,1
700,-176.4532527,31.52586035,1,2,1
701,-176.4343487,31.52180341,1,2,1
702,-176.420408,31.51875451,1,2,1
703,-176.4128174,31.51707897,1,2,1
704,-176.3939651,31.51285506,1,2,1
705,-176.3836497,31.51050601,1,2,1
706,-176.3709503,31.50759057,1,2,1
707,-176.3521519,31.50320013,1,2,1
708,-176.3333811,31.49872648,1,2,1
709,-176.3310086,31.49815467,1,2,1
710,-176.3128554,31.4937401,1,2,1
711,-176.2941414,31.48910064,1,2,1
712,-176.2754565,31.48437851,1,2,1
713,-176.2568012,31.4795738,1,2,1
714,-176.2381761,31.47468666,1,2,1
715,-176.2195817,31.46971715,1,2,1
716,-176.2010184,31.46466545,1,2,1
717,-176.1824868,31.4595317,1,2,1
718,-176.1639874,31.45431606,1,2,1
719,-176.1455205,31.44901868,1,2,1
720,-176.1270869,31.44363965,1,2,1
721,-176.108687,31.43817919,1,2,1
722,-176.0903212,31.43263738,1,2,1
723,-176.0719902,31.42701446,1,2,1
724,-176.0536942,31.42131049,1,2,1
725,-176.035434,31.41552565,1,2,1
726,-176.01721,31.40966016,1,2,1
727,-175.9990224,31.40371409,1,2,1
728,-175.9808722,31.39768768,1,2,1
729,-175.9627596,31.3915811,1,2,1
730,-175.944685,31.38539448,1,2,1
731,-175.926649,31.379128,1,2,1
732,-175.9086522,31.37278179,1,2,1
733,-175.890695,31.3663561,1,2,1
734,-175.8727779,31.359851,1,2,1
735,-175.8549012,31.35326682,1,2,1
736,-175.8434938,31.34901598,1,2,1
737,-175.8364367,31.34636837,1,2,1
738,-175.8186427,31.33962636,1,2,1
739,-175.8008907,31.33280581,1,2,1
740,-175.7831811,31.32590679,1,2,1
741,-175.7655145,31.31892952,1,2,1
742,-175.7478912,31.31187417,1,2,1
743,-175.7303118,31.30474106,1,2,1
744,-175.7277713,31.30369634,1,2,1
745,-175.7277007,31.30369557,1,2,1
746,-175.7082612,31.30339363,1,2,1
747,-175.6888239,31.30300544,1,2,1
748,-175.6736129,31.30264148,1,2,1
749,-175.6634745,31.30238325,1,2,1
750,-175.6440431,31.30182256,1,2,1
751,-175.6246154,31.3011757,1,2,1
752,-175.605192,31.30044268,1,2,1
753,-175.5857734,31.2996234,1,2,1
754,-175.5763382,31.2991941,1,2,1
755,-175.5630042,31.29856296,1,2,1
756,-175.5435969,31.2975715,1,2,1
757,-175.5241961,31.29649387,1,2,1
758,-175.5048022,31.29533014,1,2,1
759,-175.4854159,31.29408039,1,2,1
760,-175.4660376,31.29274462,1,2,1
761,-175.4466678,31.29132292,1,2,1
762,-175.4273073,31.28981528,1,2,1
763,-175.4079562,31.28822179,1,2,1
764,-175.3886155,31.28654242,1,2,1
765,-175.3692854,31.2847772,1,2,1
766,-175.3499666,31.28292635,1,2,1
767,-175.3306595,31.28098971,1,2,1
768,-175.3113648,31.27896744,1,2,1
769,-175.2920829,31.27685963,1,2,1
770,-175.2728144,31.27466625,1,2,1
771,-175.2535598,31.27238741,1,2,1
772,-175.2343196,31.27002325,1,2,1
773,-175.2150944,31.26757361,1,2,1
774,-175.1958847,31.26503881,1,2,1
775,-175.1915072,31.26444896,1,2,1
776,-175.1735118,31.26198998,1,2,1
777,-175.1543347,31.25928476,1,2,1
778,-175.1351748,31.25649461,1,2,1
779,-175.1160323,31.25361936,1,2,1
780,-175.1001872,31.25117303,1,2,1
781,-175.0884016,31.24933854,1,2,1
782,-175.0692962,31.24629363,1,2,1
783,-175.05021,31.24316393,1,2,1
784,-175.0311435,31.2399497,1,2,1
785,-175.0120973,31.23665083,1,2,1
786,-174.9930719,31.23326759,1,2,1
787,-174.9740676,31.22979986,1,2,1
788,-174.9550853,31.22624799,1,2,1
789,-174.9361251,31.22261187,1,2,1
790,-174.9171878,31.21889167,1,2,1
791,-174.8982739,31.21508747,1,2,1
792,-174.8793839,31.21119942,1,2,1
793,-174.8605182,31.2072276,1,2,1
794,-174.8416774,31.20317217,1,2,1
795,-174.8374159,31.20224254,1,2,1
796,-174.8211217,31.198653,1,2,1
797,-174.8023323,31.19443064,1,2,1
798,-174.7835694,31.19012488,1,2,1
799,-174.7648335,31.18573598,1,2,1
800,-174.7461249,31.18126401,1,2,1
801,-174.7274445,31.17670903,1,2,1
802,-174.7087924,31.17207131,1,2,1
803,-174.6901695,31.1673509,1,2,1
804,-174.6715759,31.16254788,1,2,1
805,-174.6530124,31.1576624,1,2,1
806,-174.6344794,31.15269472,1,2,1
807,-174.6159774,31.14764482,1,2,1
808,-174.5975069,31.14251294,1,2,1
809,-174.5790685,31.13729915,1,2,1
810,-174.5606627,31.13200361,1,2,1
811,-174.5422897,31.12662647,1,2,1
812,-174.5239504,31.12116789,1,2,1
813,-174.5056451,31.11562812,1,2,1
814,-174.4873742,31.11000714,1,2,1
815,-174.4691384,31.10430511,1,2,1
816,-174.4509381,31.09852234,1,2,1
817,-174.4327738,31.09265892,1,2,1
818,-174.414646,31.08671491,1,2,1
819,-174.3965551,31.08069064,1,2,1
820,-174.3785018,31.07458609,1,2,1
821,-174.3604863,31.06840159,1,2,1
822,-174.3425093,31.0621373,1,2,1
823,-174.3245712,31.05579327,1,2,1
824,-174.3066726,31.04936976,1,2,1
825,-174.2888138,31.04286692,1,2,1
826,-174.2709954,31.03628499,1,2,1
827,-174.2532179,31.02962411,1,2,1
828,-174.2354816,31.02288437,1,2,1
829,-174.2177872,31.01606608,1,2,1
830,-174.200135,31.00916939,1,2,1
831,-174.1825256,31.00219447,1,2,1
832,-174.1678237,30.99629809,1,2,1
833,-174.1581662,30.99240875,1,2,1
834,-174.1406442,30.98527804,1,2,1
835,-174.1231663,30.97806962,1,2,1
836,-174.1057331,30.97078384,1,2,1
837,-174.088345,30.96342076,1,2,1
838,-174.0710023,30.95598061,1,2,1
839,-174.0537058,30.94846372,1,2,1
840,-174.0364556,30.94087015,1,2,1
841,-174.0192524,30.93320015,1,2,1
842,-174.0020966,30.92545395,1,2,1
843,-173.9849886,30.91763179,1,2,1
844,-173.967929,30.90973382,1,2,1
845,-173.9509181,30.90176019,1,2,1
846,-173.9339565,30.89371132,1,2,1
847,-173.927135,30.89044644,1,2,1
848,-173.9139437,30.88410122,1,2,1
849,-173.897082,30.87590226,1,2,1
850,-173.8802709,30.86762868,1,2,1
851,-173.8635108,30.85928055,1,2,1
852,-173.846802,30.85085826,1,2,1
853,-173.8301452,30.8423619,1,2,1
854,-173.8135406,30.83379177,1,2,1
855,-173.7969888,30.82514812,1,2,1
856,-173.7804901,30.81643118,1,2,1
857,-173.7640451,30.8076412,1,2,1
858,-173.7482811,30.79911916,1,2,1
859,-173.7454757,30.79759508,1,2,1
860,-173.7291393,30.78865968,1,2,1
861,-173.7128579,30.77965185,1,2,1
862,-173.6966319,30.770572,1,2,1
863,-173.6804615,30.76142029,1,2,1
864,-173.673334,30.75735346,1,2,1
865,-173.6640827,30.7520456,1,2,1
866,-173.6480251,30.74275093,1,2,1
867,-173.6320246,30.73338519,1,2,1
868,-173.6160815,30.72394852,1,2,1
869,-173.6001962,30.71444125,1,2,1
870,-173.5843691,30.70486371,1,2,1
871,-173.5686008,30.69521612,1,2,1
872,-173.5528915,30.68549863,1,2,1
873,-173.5372416,30.67571166,1,2,1
874,-173.5216517,30.66585536,1,2,1
875,-173.5061221,30.65593004,1,2,1
876,-173.490653,30.64593603,1,2,1
877,-173.4752451,30.63587348,1,2,1
878,-173.4598987,30.6257428,1,2,1
879,-173.4530635,30.62119541,1,2,1
880,-173.4385473,30.61150657,1,2,1
881,-173.4233256,30.60124032,1,2,1
882,-173.4081665,30.59090664,1,2,1
883,-173.3930705,30.58050585,1,2,1
884,-173.3780379,30.57003828,1,2,1
885,-173.3630691,30.55950416,1,2,1
886,-173.3564339,30.55479889,1,2,1
887,-173.3447859,30.54650507,1,2,1
888,-173.3299462,30.53583872,1,2,1
889,-173.3151714,30.5251067,1,2,1
890,-173.300462,30.51430933,1,2,1
891,-173.2858182,30.50344684,1,2,1
892,-173.2712405,30.49251956,1,2,1
893,-173.2567293,30.48152781,1,2,1
894,-173.2422848,30.47047174,1,2,1
895,-173.2279075,30.45935184,1,2,1
896,-173.2135978,30.44816826,1,2,1
897,-173.1993559,30.43692133,1,2,1
898,-173.1851822,30.42561145,1,2,1
899,-173.1710772,30.41423886,1,2,1
900,-173.1596036,30.40490035,1,2,1
901,-173.1478592,30.39532385,1,2,1
902,-173.1338934,30.38382678,1,2,1
903,-173.1199973,30.37226795,1,2,1
904,-173.106171,30.36064762,1,2,1
905,-173.0924151,30.34896609,1,2,1
906,-173.0787299,30.3372237,1,2,1
907,-173.0651158,30.32542084,1,2,1
908,-173.0515729,30.31355768,1,2,1
909,-173.0381017,30.30163462,1,2,1
910,-173.0247026,30.28965198,1,2,1
911,-173.0113758,30.27761009,1,2,1
912,-172.9981218,30.26550926,1,2,1
913,-172.9849406,30.25334974,1,2,1
914,-172.9718328,30.24113193,1,2,1
915,-172.9587988,30.22885616,1,2,1
916,-172.9458386,30.21652275,1,2,1
917,-172.9329526,30.20413202,1,2,1
918,-172.9201413,30.1916843,1,2,1
919,-172.9074051,30.17917991,1,2,1
920,-172.8947438,30.16661926,1,2,1
921,-172.8821582,30.1540025,1,2,1
922,-172.8696484,30.14133021,1,2,1
923,-172.8572147,30.12860255,1,2,1
924,-172.8498158,30.12096499,1,2,1
925,-172.8432393,30.11414541,1,2,1
926,-172.830959,30.10130818,1,2,1
927,-172.8187556,30.08841663,1,2,1
928,-172.8066296,30.07547109,1,2,1
929,-172.7945812,30.06247196,1,2,1
930,-172.7826107,30.04941958,1,2,1
931,-172.7707184,30.03631426,1,2,1
932,-172.7589045,30.02315633,1,2,1
933,-172.7471693,30.00994629,1,2,1
934,-172.7355133,29.99668429,1,2,1
935,-172.7239365,29.98337075,1,2,1
936,-172.7124392,29.97000606,1,2,1
937,-172.7010218,29.95659057,1,2,1
938,-172.6896845,29.94312459,1,2,1
939,-172.6784275,29.92960854,1,2,1
940,-172.6672512,29.91604273,1,2,1
941,-172.6561558,29.90242751,1,2,1
942,-172.6451416,29.88876328,1,2,1
943,-172.6342087,29.87505036,1,2,1
944,-172.6233575,29.86128917,1,2,1
945,-172.6125884,29.84747996,1,2,1
946,-172.6019012,29.83362321,1,2,1
947,-172.5990331,29.8298781,1,2,1
948,-172.5894393,29.81729276,1,2,1
949,-172.5789175,29.80334202,1,2,1
950,-172.5684785,29.78934473,1,2,1
951,-172.5581227,29.7753013,1,2,1
952,-172.5478503,29.76121215,1,2,1
953,-172.5376615,29.7470776,1,2,1
954,-172.5275565,29.73289808,1,2,1
955,-172.5175355,29.7186739,1,2,1
956,-172.5075989,29.70440548,1,2,1
957,-172.4977467,29.69009315,1,2,1
958,-172.4879793,29.67573733,1,2,1
959,-172.4782968,29.66133834,1,2,1
960,-172.4686995,29.64689669,1,2,1
961,-172.4591876,29.63241253,1,2,1
962,-172.4497612,29.61788644,1,2,1
963,-172.4404208,29.60331869,1,2,1
964,-172.4311662,29.58870976,1,2,1
965,-172.4219978,29.57405998,1,2,1
966,-172.4129159,29.55936961,1,2,1
967,-172.4039206,29.54463922,1,2,1
968,-172.3950121,29.52986916,1,2,1
969,-172.3861905,29.51505975,1,2,1
970,-172.3774562,29.5002114,1,2,1
971,-172.3688093,29.48532446,1,2,1
972,-172.3602499,29.47039941,1,2,1
973,-172.3517782,29.45543661,1,2,1
974,-172.3433944,29.44043637,1,2,1
975,-172.3350987,29.42539911,1,2,1
976,-172.3268914,29.41032527,1,2,1
977,-172.3187725,29.39521524,1,2,1
978,-172.3107421,29.38006945,1,2,1
979,-172.3028006,29.36488816,1,2,1
980,-172.2949481,29.34967186,1,2,1
981,-172.2871847,29.33442089,1,2,1
982,-172.2795105,29.31913566,1,2,1
983,-172.2719257,29.30381669,1,2,1
984,-172.2644305,29.28846414,1,2,1
985,-172.2570251,29.2730786,1,2,1
986,-172.2497096,29.25766048,1,2,1
987,-172.2424842,29.24220996,1,2,1
988,-172.2353488,29.22672772,1,2,1
989,-172.2283039,29.21121399,1,2,1
990,-172.2213494,29.19566912,1,2,1
991,-172.2144855,29.18009371,1,2,1
992,-172.2077123,29.16448799,1,2,1
993,-172.20103,29.1488524,1,2,1
994,-172.1944387,29.13318736,1,2,1
995,-172.1879386,29.11749329,1,2,1
996,-172.1826857,29.10460682,1,2,1
997,-172.1820262,29.1046792,1,2,1
998,-172.1631457,29.10666539,1,2,1
999,-172.1442535,29.1085662,1,2,1
1000,-172.1253501,29.11038138,1,2,1
1001,-172.1064359,29.1121111,1,2,1
1002,-172.0875116,29.1137552,1,2,1
1003,-172.0685775,29.11531367,1,2,1
1004,-172.0496343,29.11678636,1,2,1
1005,-172.0306824,29.11817342,1,2,1
1006,-172.0117224,29.1194747,1,2,1
1007,-171.9927548,29.12069012,1,2,1
1008,-171.9737801,29.12181976,1,2,1
1009,-171.9547988,29.12286353,1,2,1
1010,-171.9358114,29.12382136,1,2,1
1011,-171.9168185,29.12469333,1,2,1
1012,-171.8978206,29.12547926,1,2,1
1013,-171.8788183,29.12617935,1,2,1
1014,-171.8598118,29.12679333,1,2,1
1015,-171.8408021,29.12732136,1,2,1
1016,-171.8217892,29.12776338,1,2,1
1017,-171.8027741,29.12811937,1,2,1
1018,-171.7837569,29.12838935,1,2,1
1019,-171.7647385,29.1285733,1,2,1
1020,-171.7457192,29.12867115,1,2,1
1021,-171.7336025,29.12868854,1,2,1
1022,-171.7145829,29.12864558,1,2,1
1023,-171.6955639,29.12851642,1,2,1
1024,-171.6765459,29.12830133,1,2,1
1025,-171.6575294,29.12800013,1,2,1
1026,-171.638515,29.12761291,1,2,1
1027,-171.6195033,29.12713966,1,2,1
1028,-171.6004947,29.12658049,1,2,1
1029,-171.5814896,29.1259352,1,2,1
1030,-171.5624889,29.12520397,1,2,1
1031,-171.5434926,29.1243868,1,2,1
1032,-171.5245018,29.12348369,1,2,1
1033,-171.5055165,29.12249463,1,2,1
1034,-171.4865376,29.12141971,1,2,1
1035,-171.4834504,29.1212367,1,2,1
1036,-171.4782542,29.12093383,1,2,1
1037,-171.4592821,29.11977305,1,2,1
1038,-171.4403173,29.11852648,1,2,1
1039,-171.4213603,29.11719404,1,2,1
1040,-171.4024115,29.11577591,1,2,1
1041,-171.3834717,29.11427207,1,2,1
1042,-171.3645412,29.11268252,1,2,1
1043,-171.3456206,29.11100735,1,2,1
1044,-171.3267103,29.10924664,1,2,1
1045,-171.307811,29.10740039,1,2,1
1046,-171.288923,29.10546858,1,2,1
1047,-171.2700471,29.10345139,1,2,1
1048,-171.2511836,29.10134882,1,2,1
1049,-171.2323331,29.09916094,1,2,1
1050,-171.2134961,29.09688776,1,2,1
1051,-171.194673,29.09452943,1,2,1
1052,-171.1917499,29.09415539,1,2,1
1053,-171.17551,29.09204053,1,2,1
1054,-171.1567164,29.08951199,1,2,1
1055,-171.1379385,29.08689846,1,2,1
1056,-171.1191767,29.08420003,1,2,1
1057,-171.1004314,29.08141668,1,2,1
1058,-171.0817031,29.07854859,1,2,1
1059,-171.0629925,29.07559583,1,2,1
1060,-171.0443,29.07255849,1,2,1
1061,-171.025626,29.06943655,1,2,1
1062,-171.0069712,29.06623019,1,2,1
1063,-170.988336,29.06293948,1,2,1
1064,-170.9697209,29.0595645,1,2,1
1065,-170.9511266,29.05610534,1,2,1
1066,-170.9325532,29.05256206,1,2,1
1067,-170.9140017,29.04893492,1,2,1
1068,-170.8954722,29.04522382,1,2,1
1069,-170.8769654,29.04142894,1,2,1
1070,-170.8584818,29.03755034,1,2,1
1071,-170.8400218,29.0335882,1,2,1
1072,-170.8215859,29.02954259,1,2,1
1073,-170.8031748,29.02541367,1,2,1
1074,-170.7847888,29.02120152,1,2,1
1075,-170.7664285,29.01690621,1,2,1
1076,-170.7480943,29.01252784,1,2,1
1077,-170.7297869,29.00806663,1,2,1
1078,-170.7115065,29.00352268,1,2,1
1079,-170.6932538,28.99889615,1,2,1
1080,-170.6750292,28.99418701,1,2,1
1081,-170.6568333,28.98939553,1,2,1
1082,-170.6386665,28.98452169,1,2,1
1083,-170.6205293,28.97956583,1,2,1
1084,-170.6024223,28.97452803,1,2,1
1085,-170.5843458,28.96940826,1,2,1
1086,-170.5663003,28.96420688,1,2,1
1087,-170.5482866,28.95892385,1,2,1
1088,-170.5303048,28.95355945,1,2,1
1089,-170.5123556,28.94811382,1,2,1
1090,-170.4944394,28.94258703,1,2,1
1091,-170.4765567,28.93697918,1,2,1
1092,-170.458708,28.93129058,1,2,1
1093,-170.4408937,28.92552132,1,2,1
1094,-170.4231144,28.91967155,1,2,1
1095,-170.4053705,28.91374143,1,2,1
1096,-170.3876625,28.90773113,1,2,1
1097,-170.3699909,28.90164072,1,2,1
1098,-170.3523562,28.89547053,1,2,1
1099,-170.3347588,28.88922064,1,2,1
1100,-170.3171991,28.8828912,1,2,1
1101,-170.2996778,28.87648247,1,2,1
1102,-170.2821952,28.86999451,1,2,1
1103,-170.2647517,28.86342758,1,2,1
1104,-170.2473478,28.85678183,1,2,1
1105,-170.2299842,28.85005741,1,2,1
1106,-170.2126612,28.84325459,1,2,1
1107,-170.1953792,28.83637351,1,2,1
1108,-170.1781387,28.82941425,1,2,1
1109,-170.1644124,28.82379795,1,2,1
1110,-170.1562703,28.82288826,1,2,1
1111,-170.13747,28.82070106,1,2,1
1112,-170.1186832,28.81842866,1,2,1
1113,-170.0999102,28.81607107,1,2,1
1114,-170.0811518,28.81362837,1,2,1
1115,-170.0624084,28.81110054,1,2,1
1116,-170.0436804,28.80848784,1,2,1
1117,-170.0249685,28.80579027,1,2,1
1118,-170.006273,28.80300782,1,2,1
1119,-169.9875946,28.80014057,1,2,1
1120,-169.9689337,28.79718878,1,2,1
1121,-169.9502908,28.79415234,1,2,1
1122,-169.9316665,28.79103135,1,2,1
1123,-169.9130612,28.78782596,1,2,1
1124,-169.8944755,28.78453626,1,2,1
1125,-169.8759098,28.78116233,1,2,1
1126,-169.8573647,28.77770424,1,2,1
1127,-169.8388407,28.77416207,1,2,1
1128,-169.8203382,28.770536,1,2,1
1129,-169.8018578,28.76682609,1,2,1
1130,-169.7834,28.76303234,1,2,1
1131,-169.7649653,28.75915492,1,2,1
1132,-169.7465541,28.75519407,1,2,1
1133,-169.728167,28.7511497,1,2,1
1134,-169.7098044,28.74702198,1,2,1
1135,-169.691467,28.74281107,1,2,1
1136,-169.6731551,28.73851713,1,2,1
1137,-169.6548693,28.73414007,1,2,1
1138,-169.63661,28.72968022,1,2,1
1139,-169.6183779,28.72513766,1,2,1
1140,-169.6001732,28.72051248,1,2,1
1141,-169.5819966,28.71580473,1,2,1
1142,-169.5638484,28.71101469,1,2,1
1143,-169.5457294,28.70614241,1,2,1
1144,-169.5276398,28.70118798,1,2,1
1145,-169.5095803,28.69615165,1,2,1
1146,-169.4915512,28.69103349,1,2,1
1147,-169.4735531,28.68583358,1,2,1
1148,-169.4555864,28.68055217,1,2,1
1149,-169.4376517,28.67518933,1,2,1
1150,-169.4197495,28.66974532,1,2,1
1151,-169.4018801,28.66422011,1,2,1
1152,-169.3840441,28.65861396,1,2,1
1153,-169.366242,28.65292704,1,2,1
1154,-169.3484742,28.64715949,1,2,1
1155,-169.3307411,28.6413114,1,2,1
1156,-169.3130435,28.63538302,1,2,1
1157,-169.2953816,28.62937442,1,2,1
1158,-169.2777559,28.62328584,1,2,1
1159,-169.260167,28.61711745,1,2,1
1160,-169.2426152,28.61086932,1,2,1
1161,-169.2251011,28.60454179,1,2,1
1162,-169.207625,28.59813485,1,2,1
1163,-169.1901877,28.59164873,1,2,1
1164,-169.1727893,28.58508369,1,2,1
1165,-169.1554305,28.57843989,1,2,1
1166,-169.1381117,28.57171739,1,2,1
1167,-169.1208332,28.56491646,1,2,1
1168,-169.1035958,28.55803724,1,2,1
1169,-169.0863997,28.55108008,1,2,1
1170,-169.0692454,28.54404495,1,2,1
1171,-169.0521333,28.53693211,1,2,1
1172,-169.035064,28.52974188,1,2,1
1173,-169.0180379,28.52247425,1,2,1
1174,-169.0010554,28.51512956,1,2,1
1175,-168.9841171,28.50770797,1,2,1
1176,-168.9672232,28.50020971,1,2,1
1177,-168.9503743,28.49263496,1,2,1
1178,-168.9335709,28.48498386,1,2,1
1179,-168.9168133,28.47725667,1,2,1
1180,-168.9001021,28.46945362,1,2,1
1181,-168.8834375,28.46157498,1,2,1
1182,-168.8668203,28.4536208,1,2,1
1183,-168.8502506,28.44559142,1,2,1
1184,-168.833729,28.43748708,1,2,1
1185,-168.8172559,28.42930787,1,2,1
1186,-168.8008317,28.4210541,1,2,1
1187,-168.7844569,28.41272593,1,2,1
1188,-168.7681319,28.40432371,1,2,1
1189,-168.7518571,28.39584758,1,2,1
1190,-168.735633,28.38729772,1,2,1
1191,-168.7194599,28.37867443,1,2,1
1192,-168.7033384,28.36997798,1,2,1
1193,-168.6872688,28.36120852,1,2,1
1194,-168.6712514,28.35236639,1,2,1
1195,-168.6552869,28.34345164,1,2,1
1196,-168.6393755,28.33446471,1,2,1
1197,-168.6235177,28.32540575,1,2,1
1198,-168.607714,28.31627509,1,2,1
1199,-168.5919646,28.3070728,1,2,1
1200,-168.5834366,28.30203391,1,2,1
1201,-168.5763275,28.30305108,1,2,1
1202,-168.557683,28.30563151,1,2,1
1203,-168.5390233,28.30812701,1,2,1
1204,-168.5203489,28.3105375,1,2,1
1205,-168.5016604,28.3128629,1,2,1
1206,-168.4829582,28.31510313,1,2,1
1207,-168.4642428,28.31725811,1,2,1
1208,-168.4455147,28.31932793,1,2,1
1209,-168.4267745,28.32131233,1,2,1
1210,-168.4080226,28.3232114,1,2,1
1211,-168.3892597,28.32502506,1,2,1
1212,-168.3704862,28.32675323,1,2,1
1213,-168.3517025,28.32839591,1,2,1
1214,-168.3329093,28.32995294,1,2,1
1215,-168.3141069,28.33142439,1,2,1
1216,-168.295296,28.33281019,1,2,1
1217,-168.276477,28.33411035,1,2,1
1218,-168.2576506,28.33532468,1,2,1
1219,-168.2388171,28.33645328,1,2,1
1220,-168.2199771,28.33749616,1,2,1
1221,-168.2011311,28.33845313,1,2,1
1222,-168.1822796,28.3393243,1,2,1
1223,-168.1634231,28.34010966,1,2,1
1224,-168.1445622,28.34080903,1,2,1
1225,-168.1256974,28.34142251,1,2,1
1226,-168.1068292,28.34195011,1,2,1
1227,-168.087958,28.34239172,1,2,1
1228,-168.0690844,28.34274736,1,2,1
1229,-168.050209,28.34301712,1,2,1
1230,-168.0313323,28.34320081,1,2,1
1231,-168.0124546,28.34329861,1,2,1
1232,-168.0004282,28.34331605,1,2,1
1233,-167.9815503,28.34327311,1,2,1
1234,-167.9626729,28.3431441,1,2,1
1235,-167.9437965,28.34292912,1,2,1
1236,-167.9249218,28.34262826,1,2,1
1237,-167.9060491,28.34224142,1,2,1
1238,-167.8871789,28.3417686,1,2,1
1239,-167.8683118,28.34120981,1,2,1
1240,-167.8494483,28.34056512,1,2,1
1241,-167.830589,28.33983454,1,2,1
1242,-167.8117342,28.33901807,1,2,1
1243,-167.7928847,28.33811579,1,2,1
1244,-167.7740409,28.33712761,1,2,1
1245,-167.7630458,28.33651121,1,2,1
1246,-167.7550421,28.33604441,1,2,1
1247,-167.7362111,28.33488469,1,2,1
1248,-167.7173873,28.33363915,1,2,1
1249,-167.6985712,28.33230796,1,2,1
1250,-167.6797634,28.33089103,1,2,1
1251,-167.6609643,28.32938854,1,2,1
1252,-167.6421744,28.3278004,1,2,1
1253,-167.6233943,28.32612667,1,2,1
1254,-167.6046246,28.32436746,1,2,1
1255,-167.5858656,28.32252284,1,2,1
1256,-167.567118,28.32059282,1,2,1
1257,-167.5483821,28.31857737,1,2,1
1258,-167.5296586,28.3164766,1,2,1
1259,-167.510948,28.31429066,1,2,1
1260,-167.4922506,28.31201946,1,2,1
1261,-167.4735671,28.30966327,1,2,1
1262,-167.454898,28.3072219,1,2,1
1263,-167.4362438,28.3046956,1,2,1
1264,-167.417605,28.30208429,1,2,1
1265,-167.398982,28.29938822,1,2,1
1266,-167.3803754,28.2966073,1,2,1
1267,-167.3617858,28.29374178,1,2,1
1268,-167.3432136,28.29079157,1,2,1
1269,-167.3246593,28.28775684,1,2,1
1270,-167.3061234,28.28463758,1,2,1
1271,-167.2876063,28.28143404,1,2,1
1272,-167.2691087,28.27814613,1,2,1
1273,-167.2506311,28.2747741,1,2,1
1274,-167.2321739,28.27131796,1,2,1
1275,-167.2137376,28.26777777,1,2,1
1276,-167.1953228,28.26415361,1,2,1
1277,-167.1769298,28.26044574,1,2,1
1278,-167.1585593,28.25665407,1,2,1
1279,-167.1402118,28.25277885,1,2,1
1280,-167.1218877,28.24882015,1,2,1
1281,-167.1035874,28.24477806,1,2,1
1282,-167.0853116,28.24065256,1,2,1
1283,-167.0670607,28.236444,1,2,1
1284,-167.0488351,28.23215236,1,2,1
1285,-167.0306355,28.22777773,1,2,1
1286,-167.0124623,28.22332035,1,2,1
1287,-166.9943159,28.21878023,1,2,1
1288,-166.9761968,28.21415751,1,2,1
1289,-166.9581057,28.20945237,1,2,1
1290,-166.9400429,28.20466497,1,2,1
1291,-166.922009,28.1997953,1,2,1
1292,-166.9040043,28.19484361,1,2,1
1293,-166.8860294,28.18980997,1,2,1
1294,-166.8680849,28.18469448,1,2,1
1295,-166.8501711,28.17949745,1,2,1
1296,-166.8322885,28.17421889,1,2,1
1297,-166.8144377,28.16885895,1,2,1
1298,-166.7966191,28.16341771,1,2,1
1299,-166.792687,28.16220482,1,2,1
1300,-166.777765,28.15756558,1,2,1
1301,-166.7600123,28.15196248,1,2,1
1302,-166.7422932,28.14627857,1,2,1
1303,-166.7246082,28.140514,1,2,1
1304,-166.7069579,28.13466904,1,2,1
1305,-166.6893427,28.12874376,1,2,1
1306,-166.6717629,28.1227384,1,2,1
1307,-166.6542192,28.11665296,1,2,1
1308,-166.6367119,28.11048785,1,2,1
1309,-166.6192416,28.10424298,1,2,1
1310,-166.6018086,28.09791869,1,2,1
1311,-166.5844136,28.09151513,1,2,1
1312,-166.5670569,28.08503238,1,2,1
1313,-166.549739,28.07847078,1,2,1
1314,-166.5324604,28.07183031,1,2,1
1315,-166.5152216,28.06511132,1,2,1
1316,-166.4980228,28.05831386,1,2,1
1317,-166.4808647,28.05143828,1,2,1
1318,-166.4637478,28.04448457,1,2,1
1319,-166.4466724,28.03745305,1,2,1
1320,-166.429639,28.0303439,1,2,1
1321,-166.412648,28.02315718,1,2,1
1322,-166.3956999,28.01589332,1,2,1
1323,-166.3787952,28.0085523,1,2,1
1324,-166.3619343,28.00113446,1,2,1
1325,-166.3451177,27.99363995,1,2,1
1326,-166.3283458,27.98606894,1,2,1
1327,-166.311619,27.97842168,1,2,1
1328,-166.2949378,27.97069833,1,2,1
1329,-166.2783025,27.96289912,1,2,1
1330,-166.2617138,27.95502432,1,2,1
1331,-166.2451719,27.94707408,1,2,1
1332,-166.2286774,27.93904864,1,2,1
1333,-166.2122306,27.93094817,1,2,1
1334,-166.195832,27.922773,1,2,1
1335,-166.1794821,27.91452321,1,2,1
1336,-166.1631813,27.90619912,1,2,1
1337,-166.1469299,27.8978009,1,2,1
1338,-166.1307284,27.88932888,1,2,1
1339,-166.1145771,27.88078313,1,2,1
1340,-166.1068171,27.87664138,1,2,1
1341,-166.0982624,27.87204929,1,2,1
1342,-166.0822132,27.86335699,1,2,1
1343,-166.0662156,27.85459171,1,2,1
1344,-166.05027,27.84575369,1,2,1
1345,-166.0343768,27.83684317,1,2,1
1346,-166.0185364,27.8278604,1,2,1
1347,-166.0027493,27.81880572,1,2,1
1348,-165.9870159,27.80967919,1,2,1
