,X,Y,L1,L2,L3
238,177.8443645,28.44290812,1,1,1
239,177.844245,28.45960906,1,1,1
240,177.84422,28.4763104,1,1,1
241,177.8442892,28.49301151,1,1,1
242,177.8444528,28.50971206,1,1,1
243,177.8447109,28.52641169,1,1,1
244,177.8450634,28.54310987,1,1,1
245,177.8455104,28.55980625,1,1,1
246,177.8460521,28.57650048,1,1,1
247,177.8463275,28.58403513,1,1,1
248,177.8466987,28.59347548,1,1,1
249,177.8472459,28.60616822,1,1,1
250,177.8476135,28.61429381,1,1,1
251,177.8484387,28.63097887,1,1,1
252,177.8493588,28.64765993,1,1,1
253,177.8503734,28.66433674,1,1,1
254,177.8514828,28.68100886,1,1,1
255,177.8526869,28.69767585,1,1,1
256,177.8539858,28.71433719,1,1,1
257,177.8553794,28.73099262,1,1,1
258,177.8568677,28.74764162,1,1,1
259,177.8576136,28.75560861,1,1,1
260,177.8585222,28.76503841,1,1,1
261,177.8602002,28.78167337,1,1,1
262,177.8619727,28.79830076,1,1,1
263,177.8638402,28.81491998,1,1,1
264,177.8658024,28.83153076,1,1,1
265,177.8678594,28.84813259,1,1,1
266,177.8700112,28.8647252,1,1,1
267,177.8722576,28.88130798,1,1,1
268,177.8745989,28.89788059,1,1,1
269,177.8754285,28.9035951,1,1,1
270,177.8771429,28.91518353,1,1,1
271,177.8796736,28.93173464,1,1,1
272,177.882299,28.94827429,1,1,1
273,177.8849283,28.96426034,1,1,1
274,177.8851428,28.96554294,1,1,1
275,177.8879575,28.98205858,1,1,1
276,177.8882414,28.9836931,1,1,1
277,177.8882924,28.98398845,1,1,1
278,177.8894238,28.99047225,1,1,1
279,177.8896151,28.99156153,1,1,1
280,177.8913308,29.00122775,1,1,1
281,177.8943348,29.0177176,1,1,1
282,177.8974333,29.03419392,1,1,1
283,177.9006264,29.05065634,1,1,1
284,177.903914,29.06710445,1,1,1
285,177.9063999,29.07922948,1,1,1
286,177.9073489,29.0837939,1,1,1
287,177.9108254,29.10021214,1,1,1
288,177.9143963,29.11661477,1,1,1
289,177.9180616,29.13300136,1,1,1
290,177.921821,29.14937158,1,1,1
291,177.9256747,29.16572499,1,1,1
292,177.9296227,29.18206108,1,1,1
293,177.9336647,29.19837959,1,1,1
294,177.9378009,29.21468001,1,1,1
295,177.942031,29.2309619,1,1,1
296,177.9463551,29.24722494,1,1,1
297,177.9507732,29.2634686,1,1,1
298,177.955285,29.27969264,1,1,1
299,177.9598906,29.29589645,1,1,1
300,177.9602203,29.29704341,1,1,1
301,177.9647975,29.31280218,1,1,1
302,177.9695904,29.32896449,1,1,1
303,177.9744768,29.34510545,1,1,1
304,177.9794567,29.36122457,1,1,1
305,177.9845299,29.37732142,1,1,1
306,177.9896964,29.39339575,1,1,1
307,177.9949561,29.40944704,1,1,1
308,178.0003089,29.42547487,1,1,1
309,178.0057547,29.44147881,1,1,1
310,178.0112935,29.45745854,1,1,1
311,178.016925,29.47341353,1,1,1
312,178.0226493,29.48934354,1,1,1
313,178.0284662,29.50524797,1,1,1
314,178.0343756,29.52112657,1,1,1
315,178.0403774,29.53697883,1,1,1
316,178.0464715,29.55280433,1,1,1
317,178.0526578,29.56860282,1,1,1
318,178.0589362,29.58437371,1,1,1
319,178.0653064,29.60011665,1,1,1
320,178.0717686,29.61583132,1,1,1
321,178.0783225,29.63151721,1,1,1
322,178.0849678,29.64717398,1,1,1
323,178.0917047,29.6628012,1,1,1
324,178.0985329,29.67839847,1,1,1
325,178.1012275,29.68448863,1,1,1
326,178.1056733,29.69446388,1,1,1
327,178.1126838,29.70999998,1,1,1
328,178.1197851,29.72550495,1,1,1
329,178.1269773,29.74097845,1,1,1
330,178.13426,29.75641989,1,1,1
331,178.1416334,29.77182903,1,1,1
332,178.149097,29.78720536,1,1,1
333,178.1566507,29.80254854,1,1,1
334,178.1642946,29.81785817,1,1,1
335,178.1720283,29.8331339,1,1,1
336,178.1798517,29.84837524,1,1,1
337,178.1877647,29.86358185,1,1,1
338,178.1957671,29.87875332,1,1,1
339,178.2038587,29.89388923,1,1,1
340,178.2109307,29.90695459,1,1,1
341,178.2121613,29.90921353,1,1,1
342,178.2204308,29.9242772,1,1,1
343,178.2287891,29.93930423,1,1,1
344,178.237236,29.95429412,1,1,1
345,178.2457712,29.96924653,1,1,1
346,178.2543945,29.98416106,1,1,1
347,178.2631059,29.99903729,1,1,1
348,178.271905,30.01387497,1,1,1
349,178.2719947,30.01402506,1,1,1
350,178.2752468,30.01948727,1,1,1
351,178.2841339,30.03428583,1,1,1
352,178.2931086,30.04904502,1,1,1
353,178.3021704,30.06376441,1,1,1
354,178.3113192,30.07844352,1,1,1
355,178.3186106,30.09001497,1,1,1
356,178.3209833,30.09375906,1,1,1
357,178.3214435,30.09448375,1,1,1
358,178.3306803,30.10894673,1,1,1
359,178.3400892,30.12350298,1,1,1
360,178.3495844,30.13801755,1,1,1
361,178.3536625,30.14419854,1,1,1
362,178.3593137,30.15271419,1,1,1
363,178.3689806,30.16714411,1,1,1
364,178.3787333,30.18153128,1,1,1
365,178.3885712,30.19587511,1,1,1
366,178.3984943,30.21017535,1,1,1
367,178.4085023,30.22443161,1,1,1
368,178.4101821,30.22680815,1,1,1
369,178.4189024,30.23907816,1,1,1
370,178.4290797,30.25324531,1,1,1
371,178.4393412,30.26736731,1,1,1
372,178.4496869,30.28144384,1,1,1
373,178.4601162,30.29547458,1,1,1
374,178.4706291,30.30945903,1,1,1
375,178.4812253,30.32339695,1,1,1
376,178.4832299,30.32601625,1,1,1
377,178.486406,30.33015584,1,1,1
378,178.4923924,30.3379236,1,1,1
379,178.5031546,30.35176722,1,1,1
380,178.5139993,30.36556308,1,1,1
381,178.5249264,30.37931094,1,1,1
382,178.5359355,30.39301039,1,1,1
383,178.5470265,30.40666111,1,1,1
384,178.5523518,30.41316271,1,1,1
385,178.5586533,30.42081615,1,1,1
386,178.5699072,30.43436818,1,1,1
387,178.570563,30.43515342,1,1,1
388,178.5797336,30.44608411,1,1,1
389,178.581907,30.44866181,1,1,1
390,178.5933227,30.46211381,1,1,1
391,178.604819,30.47551521,1,1,1
392,178.6163955,30.48886567,1,1,1
393,178.628052,30.50216487,1,1,1
394,178.6397882,30.51541241,1,1,1
395,178.6516037,30.52860796,1,1,1
396,178.6534119,30.53061492,1,1,1
397,178.664356,30.54270276,1,1,1
398,178.6763297,30.55579332,1,1,1
399,178.6881144,30.56854308,1,1,1
400,178.6885476,30.56900938,1,1,1
401,178.6905087,30.57111775,1,1,1
402,178.6908999,30.57153905,1,1,1
403,178.6915504,30.57223942,1,1,1
404,178.7036813,30.58522363,1,1,1
405,178.7158901,30.59815406,1,1,1
406,178.7281767,30.61103049,1,1,1
407,178.7405407,30.6238525,1,1,1
408,178.7529818,30.63661978,1,1,1
409,178.7654997,30.64933191,1,1,1
410,178.7780942,30.66198866,1,1,1
411,178.7907648,30.67458962,1,1,1
412,178.8035113,30.68713456,1,1,1
413,178.8163334,30.69962299,1,1,1
414,178.8292307,30.71205466,1,1,1
415,178.8422031,30.72442926,1,1,1
416,178.85525,30.73674638,1,1,1
417,178.8683714,30.74900578,1,1,1
418,178.8815667,30.76120715,1,1,1
419,178.8948357,30.77334999,1,1,1
420,178.9081781,30.78543416,1,1,1
421,178.9215935,30.79745932,1,1,1
422,178.9350817,30.809425,1,1,1
423,178.9486421,30.82133104,1,1,1
424,178.9622746,30.83317703,1,1,1
425,178.9759788,30.84496274,1,1,1
426,178.9897543,30.85668768,1,1,1
427,179.003601,30.86835179,1,1,1
428,179.0175183,30.87995449,1,1,1
429,179.0315058,30.89149571,1,1,1
430,179.0455633,30.90297496,1,1,1
431,179.0596905,30.91439202,1,1,1
432,179.0677048,30.92081651,1,1,1
433,179.0739326,30.92578319,1,1,1
434,179.0881979,30.93707488,1,1,1
435,179.1025319,30.94830349,1,1,1
436,179.116934,30.95946863,1,1,1
437,179.131404,30.97057005,1,1,1
438,179.1459413,30.98160744,1,1,1
439,179.1605459,30.99258048,1,1,1
440,179.1752172,31.00348892,1,1,1
441,179.1899548,31.01433247,1,1,1
442,179.2047583,31.02511078,1,1,1
443,179.2196276,31.03582363,1,1,1
444,179.2345621,31.04647062,1,1,1
445,179.2495614,31.05705159,1,1,1
446,179.2646252,31.06756623,1,1,1
447,179.2764843,31.07576597,1,1,1
448,179.2799722,31.07816513,1,1,1
449,179.2951638,31.08854621,1,1,1
450,179.3104187,31.09886,1,1,1
451,179.3257366,31.10910635,1,1,1
452,179.3411169,31.11928485,1,1,1
453,179.3565594,31.12939536,1,1,1
454,179.3720637,31.13943755,1,1,1
455,179.3876292,31.1494112,1,1,1
456,179.4032558,31.15931598,1,1,1
457,179.4189428,31.16915157,1,1,1
458,179.4346901,31.17891782,1,1,1
459,179.4504969,31.18861442,1,1,1
460,179.4663632,31.19824105,1,1,1
461,179.4822884,31.20779754,1,1,1
462,179.498272,31.2172836,1,1,1
463,179.5143137,31.22669889,1,1,1
464,179.5304131,31.23604327,1,1,1
465,179.5465697,31.2453165,1,1,1
466,179.5627831,31.25451818,1,1,1
467,179.579053,31.26364816,1,1,1
468,179.5871651,31.26816189,1,1,1
469,179.6015369,31.27613022,1,1,1
470,179.6179188,31.28511611,1,1,1
471,179.6343558,31.2940295,1,1,1
472,179.6508475,31.30287026,1,1,1
473,179.6673935,31.31163797,1,1,1
474,179.6839933,31.32033257,1,1,1
475,179.7006463,31.32895384,1,1,1
476,179.7173525,31.33750135,1,1,1
477,179.7341111,31.34597505,1,1,1
478,179.7509218,31.35437462,1,1,1
479,179.7641604,31.36091912,1,1,1
480,179.7770669,31.3672822,1,1,1
481,179.7939812,31.3755329,1,1,1
482,179.8109462,31.38370876,1,1,1
483,179.8279615,31.39180964,1,1,1
484,179.8450265,31.3998353,1,1,1
485,179.862141,31.4077855,1,1,1
486,179.8793045,31.41566,1,1,1
487,179.8965163,31.42345858,1,1,1
488,179.9137763,31.43118107,1,1,1
489,179.9310836,31.43882725,1,1,1
490,179.9484382,31.44639697,1,1,1
491,179.9658393,31.45388989,1,1,1
492,179.9832867,31.46130588,1,1,1
493,180,31.46831764,1,1,1
498,-179.981682,31.47590633,1,2,1
499,-179.964099,31.48309033,1,2,1
500,-179.9464717,31.49019653,1,2,1
501,-179.9288005,31.49722486,1,2,1
502,-179.911086,31.504175,1,2,1
503,-179.8933287,31.51104688,1,2,1
504,-179.8755289,31.51784026,1,2,1
505,-179.8576872,31.52455492,1,2,1
506,-179.8398041,31.53119077,1,2,1
507,-179.82188,31.53774749,1,2,1
508,-179.8039155,31.54422503,1,2,1
509,-179.7859109,31.55062314,1,2,1
510,-179.7678669,31.55694157,1,2,1
511,-179.7497839,31.56318036,1,2,1
512,-179.7316622,31.56933909,1,2,1
513,-179.7135026,31.57541777,1,2,1
514,-179.6953054,31.58141617,1,2,1
515,-179.6770712,31.58733422,1,2,1
516,-179.6588004,31.59317159,1,2,1
517,-179.6404934,31.59892814,1,2,1
518,-179.622151,31.60460387,1,2,1
519,-179.6037735,31.61019846,1,2,1
520,-179.5853613,31.61571184,1,2,1
521,-179.5669152,31.62114385,1,2,1
522,-179.5484353,31.62649427,1,2,1
523,-179.5299225,31.63176309,1,2,1
524,-179.5113771,31.63695,1,2,1
525,-179.5073433,31.63806614,1,2,1
526,-179.492319,31.6421878,1,2,1
527,-179.47371,31.64721065,1,2,1
528,-179.4550698,31.6521513,1,2,1
529,-179.4363992,31.65700948,1,2,1
530,-179.4176984,31.66178523,1,2,1
531,-179.3989682,31.6664783,1,2,1
532,-179.3802089,31.6710886,1,2,1
533,-179.3614212,31.675616,1,2,1
534,-179.3426054,31.68006033,1,2,1
535,-179.3401428,31.68063534,1,2,1
536,-179.3321016,31.68252375,1,2,1
537,-179.3132579,31.68688499,1,2,1
538,-179.2943872,31.69116284,1,2,1
539,-179.2824258,31.69382822,1,2,1
540,-179.2746211,31.69554984,1,2,1
541,-179.2556979,31.69966088,1,2,1
542,-179.2367495,31.70368831,1,2,1
543,-179.217776,31.70763198,1,2,1
544,-179.1987782,31.71149174,1,2,1
545,-179.1797566,31.71526758,1,2,1
546,-179.1607117,31.71895945,1,2,1
547,-179.1416439,31.72256708,1,2,1
548,-179.1225539,31.72609042,1,2,1
549,-179.1034421,31.72952946,1,2,1
550,-179.0843091,31.73288405,1,2,1
551,-179.0651553,31.73615412,1,2,1
552,-179.0459814,31.7393395,1,2,1
553,-179.0267879,31.7424402,1,2,1
554,-179.0075751,31.74545606,1,2,1
555,-178.9883438,31.74838701,1,2,1
556,-178.9690945,31.75123305,1,2,1
557,-178.9498275,31.75399402,1,2,1
558,-178.9436004,31.7548676,1,2,1
559,-178.9266845,31.75721018,1,2,1
560,-178.9073841,31.75980085,1,2,1
561,-178.8880676,31.76230613,1,2,1
562,-178.8687358,31.76472621,1,2,1
563,-178.849389,31.76706075,1,2,1
564,-178.8406835,31.76808282,1,2,1
565,-178.8297532,31.76934191,1,2,1
566,-178.8103783,31.77150548,1,2,1
567,-178.7909902,31.77358352,1,2,1
568,-178.7715892,31.77557579,1,2,1
569,-178.7521762,31.77748247,1,2,1
570,-178.7327514,31.7793033,1,2,1
571,-178.7133155,31.7810383,1,2,1
572,-178.6938689,31.78268755,1,2,1
573,-178.6744124,31.7842508,1,2,1
574,-178.6549463,31.78572815,1,2,1
575,-178.6354713,31.78711942,1,2,1
576,-178.6159878,31.78842471,1,2,1
577,-178.5964964,31.78964401,1,2,1
578,-178.5769975,31.79077709,1,2,1
579,-178.5574919,31.7918241,1,2,1
580,-178.53798,31.79278497,1,2,1
581,-178.5184623,31.79365963,1,2,1
582,-178.4989395,31.79444806,1,2,1
583,-178.4794119,31.79515027,1,2,1
584,-178.4670535,31.79555002,1,2,1
585,-178.453659,31.79596314,1,2,1
586,-178.4341237,31.79649283,1,2,1
587,-178.4145853,31.79693623,1,2,1
588,-178.3950445,31.79729334,1,2,1
589,-178.3755017,31.79756406,1,2,1
590,-178.3559575,31.79774858,1,2,1
591,-178.3364123,31.79784671,1,2,1
592,-178.3239606,31.79786423,1,2,1
593,-178.3044152,31.79782108,1,2,1
594,-178.2848703,31.79769164,1,2,1
595,-178.2653266,31.79747582,1,2,1
596,-178.2457844,31.79717371,1,2,1
597,-178.2455357,31.79716931,1,2,1
598,-178.2455251,31.79716914,1,2,1
599,-178.2259852,31.79678073,1,2,1
600,-178.2064479,31.79630602,1,2,1
601,-178.1869138,31.79574502,1,2,1
602,-178.1673835,31.79509772,1,2,1
603,-178.1478577,31.7943642,1,2,1
604,-178.1283365,31.79354455,1,2,1
605,-178.1088208,31.79263859,1,2,1
606,-178.0893112,31.79164649,1,2,1
607,-178.0698079,31.79056817,1,2,1
608,-178.0503117,31.78940379,1,2,1
609,-178.0308231,31.78815334,1,2,1
610,-178.0113425,31.78681683,1,2,1
611,-177.9918706,31.78539425,1,2,1
612,-177.9724079,31.78388576,1,2,1
613,-177.9529548,31.78229127,1,2,1
614,-177.9335121,31.78061096,1,2,1
615,-177.9140801,31.77884473,1,2,1
616,-177.8946594,31.77699274,1,2,1
617,-177.8752506,31.775055,1,2,1
618,-177.8558543,31.77303157,1,2,1
619,-177.8364709,31.77092254,1,2,1
620,-177.8220008,31.76929127,1,2,1
621,-177.8164585,31.76865445,1,2,1
622,-177.7971025,31.76637428,1,2,1
623,-177.7777611,31.76400875,1,2,1
624,-177.7584348,31.76155776,1,2,1
625,-177.739124,31.75902139,1,2,1
626,-177.7198294,31.75639989,1,2,1
627,-177.7005514,31.75369316,1,2,1
628,-177.6812907,31.75090128,1,2,1
629,-177.6620477,31.74802442,1,2,1
630,-177.642823,31.74506265,1,2,1
631,-177.6236169,31.74201596,1,2,1
632,-177.6044303,31.73888451,1,2,1
633,-177.5852635,31.73566839,1,2,1
634,-177.5661171,31.73236766,1,2,1
635,-177.5578679,31.73091832,1,2,1
636,-177.5499395,31.72952018,1,2,1
637,-177.5414003,31.72799782,1,2,1
638,-177.5222964,31.72452815,1,2,1
639,-177.5032145,31.72097419,1,2,1
640,-177.4841549,31.71733601,1,2,1
641,-177.4651185,31.71361368,1,2,1
642,-177.4461055,31.70980736,1,2,1
643,-177.4271166,31.70591705,1,2,1
644,-177.4081522,31.70194307,1,2,1
645,-177.389213,31.69788524,1,2,1
646,-177.3702993,31.69374397,1,2,1
647,-177.3514117,31.68951908,1,2,1
648,-177.3325507,31.68521099,1,2,1
649,-177.3137169,31.6808196,1,2,1
650,-177.2949108,31.67634507,1,2,1
651,-177.2761329,31.67178754,1,2,1
652,-177.2573836,31.66714719,1,2,1
653,-177.2386636,31.66242408,1,2,1
654,-177.2199733,31.65761846,1,2,1
655,-177.2013132,31.65273022,1,2,1
656,-177.1826837,31.64775978,1,2,1
657,-177.1640855,31.64270704,1,2,1
658,-177.1630175,31.64241407,1,2,1
659,-177.1609438,31.64184628,1,2,1
660,-177.1423776,31.63671152,1,2,1
661,-177.1238436,31.63149485,1,2,1
662,-177.1053424,31.62619643,1,2,1
663,-177.0868744,31.62081633,1,2,1
664,-177.0684402,31.61535479,1,2,1
665,-177.0500403,31.60981189,1,2,1
666,-177.0499504,31.60978434,1,2,1
667,-177.0329021,31.60853678,1,2,1
668,-177.0134762,31.60702853,1,2,1
669,-176.99406,31.60543445,1,2,1
670,-176.993286,31.60536908,1,2,1
671,-176.9910721,31.60518299,1,2,1
672,-176.9716662,31.603503,1,2,1
673,-176.952271,31.60173718,1,2,1
674,-176.9328871,31.5998856,1,2,1
675,-176.9135152,31.59794819,1,2,1
676,-176.8941555,31.59592527,1,2,1
677,-176.8748087,31.59381658,1,2,1
678,-176.8554754,31.59162247,1,2,1
679,-176.836156,31.58934274,1,2,1
680,-176.8168511,31.58697765,1,2,1
681,-176.7975614,31.58452719,1,2,1
682,-176.7782871,31.58199136,1,2,1
683,-176.759029,31.57937041,1,2,1
684,-176.7397874,31.57666423,1,2,1
685,-176.7205631,31.57387292,1,2,1
686,-176.7013563,31.57099671,1,2,1
687,-176.6821678,31.56803551,1,2,1
688,-176.6629982,31.56498948,1,2,1
689,-176.6438476,31.56185863,1,2,1
690,-176.624717,31.55864318,1,2,1
691,-176.6056066,31.55534314,1,2,1
692,-176.5865171,31.55195857,1,2,1
693,-176.5694286,31.54885391,1,2,1
694,-176.5671835,31.54844095,1,2,1
695,-176.5481372,31.54488765,1,2,1
696,-176.5291134,31.54125023,1,2,1
